source,driving,frame
/data/fhongac/origDataset/vox1_frames/test/id10282#Zbz058o9j6s#004557#004656.mp4/0000013.png,/data/fhongac/origDataset/vox1_frames/test/id10282#Zbz058o9j6s#004557#004656.mp4/0000048.png
/data/fhongac/origDataset/vox1_frames/test/id10282#qkZNuvX1UNo#005006#005131.mp4/0000054.png,/data/fhongac/origDataset/vox1_frames/test/id10282#qkZNuvX1UNo#005006#005131.mp4/0000082.png
/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#011570#011689.mp4/0000082.png,/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#011570#011689.mp4/0000057.png
/data/fhongac/origDataset/vox1_frames/test/id10283#u3s9xdUlmmk#005241#006005.mp4/0000259.png,/data/fhongac/origDataset/vox1_frames/test/id10283#u3s9xdUlmmk#005241#006005.mp4/0000022.png
/data/fhongac/origDataset/vox1_frames/test/id10282#qkZNuvX1UNo#005006#005131.mp4/0000059.png,/data/fhongac/origDataset/vox1_frames/test/id10282#qkZNuvX1UNo#005006#005131.mp4/0000090.png
/data/fhongac/origDataset/vox1_frames/test/id10285#m-uILToQ9ss#004020#004263.mp4/0000290.png,/data/fhongac/origDataset/vox1_frames/test/id10285#m-uILToQ9ss#004020#004263.mp4/0000040.png
/data/fhongac/origDataset/vox1_frames/test/id10283#vv4mvANXHcs#004786#005158.mp4/0000363.png,/data/fhongac/origDataset/vox1_frames/test/id10283#vv4mvANXHcs#004786#005158.mp4/0000429.png
/data/fhongac/origDataset/vox1_frames/test/id10281#ni6gO5jDLJE#003515#003915.mp4/0000102.png,/data/fhongac/origDataset/vox1_frames/test/id10281#ni6gO5jDLJE#003515#003915.mp4/0000381.png
/data/fhongac/origDataset/vox1_frames/test/id10286#DPPq8w5ILrA#004264#005148.mp4/0000127.png,/data/fhongac/origDataset/vox1_frames/test/id10286#DPPq8w5ILrA#004264#005148.mp4/0000325.png
/data/fhongac/origDataset/vox1_frames/test/id10283#h87Y8nir1o0#009834#010003.mp4/0000117.png,/data/fhongac/origDataset/vox1_frames/test/id10283#h87Y8nir1o0#009834#010003.mp4/0000166.png
/data/fhongac/origDataset/vox1_frames/test/id10283#r9-0pljhZqs#015364#015539.mp4/0000040.png,/data/fhongac/origDataset/vox1_frames/test/id10283#r9-0pljhZqs#015364#015539.mp4/0000144.png
/data/fhongac/origDataset/vox1_frames/test/id10283#N69Hp2DGMLk#000721#000842.mp4/0000096.png,/data/fhongac/origDataset/vox1_frames/test/id10283#N69Hp2DGMLk#000721#000842.mp4/0000102.png
/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#013987#014099.mp4/0000101.png,/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#013987#014099.mp4/0000020.png
/data/fhongac/origDataset/vox1_frames/test/id10283#u3s9xdUlmmk#000309#000433.mp4/0000055.png,/data/fhongac/origDataset/vox1_frames/test/id10283#u3s9xdUlmmk#000309#000433.mp4/0000143.png
/data/fhongac/origDataset/vox1_frames/test/id10285#Zdmm9Mrr8Ts#001047#001165.mp4/0000011.png,/data/fhongac/origDataset/vox1_frames/test/id10285#Zdmm9Mrr8Ts#001047#001165.mp4/0000057.png
/data/fhongac/origDataset/vox1_frames/test/id10283#j8UugkSTzzk#000580#000803.mp4/0000132.png,/data/fhongac/origDataset/vox1_frames/test/id10283#j8UugkSTzzk#000580#000803.mp4/0000191.png
/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#019445#019556.mp4/0000082.png,/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#019445#019556.mp4/0000047.png
/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#009808#009917.mp4/0000023.png,/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#009808#009917.mp4/0000102.png
/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#013987#014099.mp4/0000021.png,/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#013987#014099.mp4/0000015.png
/data/fhongac/origDataset/vox1_frames/test/id10291#oLJhH76d0kU#000067#000322.mp4/0000094.png,/data/fhongac/origDataset/vox1_frames/test/id10291#oLJhH76d0kU#000067#000322.mp4/0000123.png
/data/fhongac/origDataset/vox1_frames/test/id10283#p5g1heXp34o#001941#002356.mp4/0000473.png,/data/fhongac/origDataset/vox1_frames/test/id10283#p5g1heXp34o#001941#002356.mp4/0000236.png
/data/fhongac/origDataset/vox1_frames/test/id10285#FUqAFZmZJ80#016189#016355.mp4/0000055.png,/data/fhongac/origDataset/vox1_frames/test/id10285#FUqAFZmZJ80#016189#016355.mp4/0000154.png
/data/fhongac/origDataset/vox1_frames/test/id10286#DPPq8w5ILrA#002140#002667.mp4/0000230.png,/data/fhongac/origDataset/vox1_frames/test/id10286#DPPq8w5ILrA#002140#002667.mp4/0000396.png
/data/fhongac/origDataset/vox1_frames/test/id10289#8l5ZnDf-FUA#007642#007754.mp4/0000036.png,/data/fhongac/origDataset/vox1_frames/test/id10289#8l5ZnDf-FUA#007642#007754.mp4/0000092.png
/data/fhongac/origDataset/vox1_frames/test/id10283#j8UugkSTzzk#000580#000803.mp4/0000038.png,/data/fhongac/origDataset/vox1_frames/test/id10283#j8UugkSTzzk#000580#000803.mp4/0000179.png
/data/fhongac/origDataset/vox1_frames/test/id10283#vaK4t1-WD4M#031209#031448.mp4/0000062.png,/data/fhongac/origDataset/vox1_frames/test/id10283#vaK4t1-WD4M#031209#031448.mp4/0000126.png
/data/fhongac/origDataset/vox1_frames/test/id10283#p5g1heXp34o#003148#003459.mp4/0000169.png,/data/fhongac/origDataset/vox1_frames/test/id10283#p5g1heXp34o#003148#003459.mp4/0000205.png
/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#017145#017319.mp4/0000102.png,/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#017145#017319.mp4/0000013.png
